Electricity_Demand_MW,H2_Demand_tonne,Solar_Capacity_Factor,NG_Demand_MMBtu
7433,2.64,0,2.64
6852,1.76,0,1.76
6533,1.29,0,1.29
6369,1.82,0,1.82
6332,4.23,0,4.23
6475,9.1,0,9.1
7053,14.62,0,14.62
8181,18.08,0.01,18.08
9105,20.72,0.1406,20.72
9438,21.84,0.2487,21.84
9602,20.9,0.373,20.9
9739,20.78,0.4494,20.78
9786,21.54,0.4989,21.54
9746,22.89,0.5063,22.89
9718,23.77,0.5298,23.77
9597,25.71,0.5309,25.71
9482,27.3,0.4408,27.3
9449,26.53,0.3139,26.53
9431,24.95,0.1579,24.95
9339,20.54,0.0659,20.54
9383,15.09,0,15.09
9656,10.92,0,10.92
9166,8.22,0,8.22
8267,4.87,0,4.87
7366,2.76,0,2.76
6777,1.86,0,1.86
6460,1.36,0,1.36
6288,1.92,0,1.92
6247,4.46,0,4.46
6428,9.61,0,9.61
6949,15.44,0.1153,15.44
8068,19.1,0.0994,19.1
8906,21.89,0.2756,21.89
9184,23.07,0.4609,23.07
9349,22.07,0.5865,22.07
9469,21.95,0.6153,21.95
9517,22.76,0.5241,22.76
9455,24.18,0.517,24.18
9411,25.11,0.5234,25.11
9288,27.16,0.5164,27.16
9165,28.83,0.4389,28.83
9100,28.03,0.3264,28.03
9024,26.35,0.1549,26.35
8896,21.7,0.0725,21.7
8876,15.94,0,15.94
9179,11.53,0,11.53
8858,8.68,0,8.68
8135,5.15,0,5.15
7328,2.91,0,2.91
6724,2.86,0,2.86
6374,2.02,0,2.02
6179,1.96,0,1.96
6108,2.74,0,2.74
6138,5.09,0,5.09
6272,8.36,0.1439,8.36
6667,12.69,0.0999,12.69
7333,17.24,0.273,17.24
7984,21.85,0.4545,21.85
8376,24.2,0.5942,24.2
8512,24.98,0.6924,24.98
8531,26.13,0.72,26.13
8461,27.76,0.7196,27.76
8371,28.98,0.716,28.98
8296,30.4,0.6301,30.4
8312,31.19,0.504,31.19
8397,29.64,0.3413,29.64
8500,26.81,0.1489,26.81
8517,22.28,0.0735,22.28
8548,17.32,0,17.32
8877,13.22,0,13.22
8591,10.32,0,10.32
7944,7.2,0,7.2
7218,4.66,0,4.66
6647,2.88,0,2.88
6259,3.71,0,3.71
6038,1.36,0,1.36
5917,2.12,0,2.12
5900,3.96,0,3.96
5910,6.5,0.0495,6.5
6141,9.93,0.1088,9.93
6723,14.06,0.215,14.06
7442,18.37,0.314,18.37
7980,23.64,0.4037,23.64
8269,27.01,0.4935,27.01
8423,27.7,0.5497,27.7
8495,27.58,0.6028,27.58
8479,26.75,0.6675,26.75
8462,26.18,0.5725,26.18
8499,25.04,0.4333,25.04
8600,23.83,0.3056,23.83
8723,21.36,0.1615,21.36
8754,18.37,0.0703,18.37
8899,14.69,0,14.69
9308,11.71,0,11.71
8922,9.1,0,9.1
8106,6.56,0,6.56
7299,4.47,0,4.47
6722,1.62,0,1.62
6422,1.22,0,1.22
6253,1.75,0,1.75
6207,4,0,4
6397,8.24,0,8.24
6964,13.41,0,13.41
8084,16.79,0.0825,16.79
9038,19.24,0.2082,19.24
9453,20.24,0.3309,20.24
9742,21.43,0.4573,21.43
9996,25.41,0.4965,25.41
10147,27.06,0.4893,27.06
10197,27.86,0.468,27.86
10193,27.33,0.4295,27.33
10112,27.06,0.4079,27.06
10019,25.94,0.3452,25.94
10014,24.61,0.2643,24.61
10042,21.76,0.1438,21.76
9969,18.12,0.0228,18.12
9968,13.81,0,13.81
10030,10.5,0,10.5
9396,7.32,0,7.32
8420,4.53,0,4.53
7506,2.68,0,2.68
6913,2.49,0,2.49
6585,1.8,0,1.8
6405,1.66,0,1.66
6361,2.46,0,2.46
6521,4.43,0,4.43
7087,7.27,0.0078,7.27
8206,10.98,0.121,10.98
9149,15,0.2329,15
9570,18.95,0.3461,18.95
9840,21.02,0.4434,21.02
10085,21.68,0.4744,21.68
10191,22.62,0.4548,22.62
10199,24.07,0.401,24.07
10192,25.15,0.3553,25.15
10065,26.32,0.3467,26.32
9970,26.98,0.3166,26.98
10007,25.67,0.2293,25.67
10087,23.24,0.0839,23.24
10050,19.29,0.002,19.29
10059,14.93,0,14.93
10046,11.4,0,11.4
9401,8.83,0,8.83
8436,6.2,0,6.2
7545,3.95,0,3.95
6966,1.69,0,1.69
6639,1.24,0,1.24
6469,1.74,0,1.74
6417,4.05,0,4.05
6577,8.71,0,8.71
7183,14,0,14
8342,17.32,0.0203,17.32
9307,19.85,0.1277,19.85
9736,20.91,0.1519,20.91
9991,20.01,0.2408,20.01
10189,19.9,0.4103,19.9
10281,20.63,0.3947,20.63
10273,21.93,0.4113,21.93
10299,22.77,0.4268,22.77
10290,24.62,0.4759,24.62
10290,26.14,0.4177,26.14
10321,25.41,0.3011,25.41
10304,23.89,0.1519,23.89
10166,19.68,0.0629,19.68
10103,14.45,0,14.45
10329,10.46,0,10.46
9769,7.87,0,7.87
8752,4.67,0,4.67
7763,2.64,0,2.64
7107,1.76,0,1.76
6731,1.29,0,1.29
6517,1.82,0,1.82
6422,4.23,0,4.23
6530,9.1,0,9.1
6991,14.62,0.0655,14.62
8081,18.08,0.1207,18.08
8950,20.72,0.2508,20.72
9308,21.84,0.4298,21.84
9523,20.9,0.5837,20.9
9711,20.78,0.6924,20.78
9803,21.54,0.7224,21.54
9803,22.89,0.7193,22.89
9856,23.77,0.713,23.77
9815,25.71,0.629,25.71
9777,27.3,0.5021,27.3
9764,26.53,0.3394,26.53
9705,24.95,0.1538,24.95
9544,20.54,0.0874,20.54
9491,15.09,0,15.09
9784,10.92,0,10.92
9346,8.22,0,8.22
8373,4.87,0,4.87
7445,2.76,0,2.76
6823,1.86,0,1.86
6458,1.36,0,1.36
6273,1.92,0,1.92
6210,4.46,0,4.46
6366,9.61,0,9.61
6839,15.44,0.1456,15.44
7937,19.1,0.1055,19.1
8856,21.89,0.2666,21.89
9259,23.07,0.4338,23.07
9511,22.07,0.5573,22.07
9709,21.95,0.6376,21.95
9799,22.76,0.6613,22.76
9788,24.18,0.6631,24.18
9809,25.11,0.6473,25.11
9735,27.16,0.5858,27.16
9659,28.83,0.4687,28.83
9582,28.03,0.3282,28.03
9438,26.35,0.1581,26.35
9215,21.7,0.0825,21.7
9085,15.94,0,15.94
9319,11.53,0,11.53
9005,8.68,0,8.68
8232,5.15,0,5.15
7388,2.91,0,2.91
6759,2.86,0,2.86
6396,2.02,0,2.02
6180,1.96,0,1.96
6066,2.74,0,2.74
6104,5.09,0,5.09
6184,8.36,0.1377,8.36
6602,12.69,0.1,12.69
7307,17.24,0.2653,17.24
8035,21.85,0.4367,21.85
8490,24.2,0.5673,24.2
8717,24.98,0.6662,24.98
8825,26.13,0.692,26.13
8821,27.76,0.6929,27.76
8766,28.98,0.6872,28.98
8740,30.4,0.6049,30.4
8784,31.19,0.4851,31.19
8882,29.64,0.3326,29.64
8968,26.81,0.1486,26.81
8918,22.28,0.0793,22.28
8804,17.32,0,17.32
9029,13.22,0,13.22
8785,10.32,0,10.32
8100,7.2,0,7.2
7349,4.66,0,4.66
6750,2.88,0,2.88
6363,3.71,0,3.71
6119,1.36,0,1.36
6015,2.12,0,2.12
6006,3.96,0,3.96
5990,6.5,0.0891,6.5
6238,9.93,0.1098,9.93
6845,14.06,0.2557,14.06
7587,18.37,0.4128,18.37
8173,23.64,0.5425,23.64
8532,27.01,0.6428,27.01
8769,27.7,0.6633,27.7
8891,27.58,0.6577,27.58
8908,26.75,0.6463,26.75
8925,26.18,0.5752,26.18
8985,25.04,0.462,25.04
9106,23.83,0.3197,23.83
9227,21.36,0.1594,21.36
9221,18.37,0.0775,18.37
9174,14.69,0,14.69
9466,11.71,0,11.71
9057,9.1,0,9.1
8153,6.56,0,6.56
7303,4.47,0,4.47
6694,1.62,0,1.62
6399,1.22,0,1.22
6240,1.75,0,1.75
6200,4,0,4
6366,8.24,0,8.24
6872,13.41,0.0591,13.41
8001,16.79,0.1027,16.79
9001,19.24,0.241,19.24
9471,20.24,0.3745,20.24
9792,21.43,0.4822,21.43
10059,25.41,0.5138,25.41
10214,27.06,0.5102,27.06
10248,27.86,0.5122,27.86
10315,27.33,0.4765,27.33
10255,27.06,0.4441,27.06
10171,25.94,0.3548,25.94
10191,24.61,0.2592,24.61
10207,21.76,0.1488,21.76
10140,18.12,0.0308,18.12
10104,13.81,0,13.81
10137,10.5,0,10.5
9507,7.32,0,7.32
8510,4.53,0,4.53
7615,2.68,0,2.68
7024,2.49,0,2.49
6698,1.8,0,1.8
6542,1.66,0,1.66
6481,2.46,0,2.46
6651,4.43,0,4.43
7211,7.27,0,7.27
8362,10.98,0.0582,10.98
9310,15,0.1711,15
9704,18.95,0.2655,18.95
9969,21.02,0.3221,21.02
10224,21.68,0.3596,21.68
10341,22.62,0.3832,22.62
10334,24.07,0.3572,24.07
10342,25.15,0.3095,25.15
10263,26.32,0.3088,26.32
10196,26.98,0.269,26.98
10200,25.67,0.1935,25.67
10227,23.24,0.0948,23.24
10118,19.29,0.0166,19.29
10046,14.93,0,14.93
10098,11.4,0,11.4
9550,8.83,0,8.83
8607,6.2,0,6.2
7700,3.95,0,3.95
7051,1.69,0,1.69
6731,1.24,0,1.24
6563,1.74,0,1.74
6506,4.05,0,4.05
6677,8.71,0,8.71
7190,14,0.0234,14
8364,17.32,0.0965,17.32
9356,19.85,0.1994,19.85
9819,20.91,0.3784,20.91
10125,20.01,0.4894,20.01
10401,19.9,0.5499,19.9
10581,20.63,0.5594,20.63
10669,21.93,0.5474,21.93
10785,22.77,0.5285,22.77
10772,24.62,0.491,24.62
10697,26.14,0.4144,26.14
10712,25.41,0.2826,25.41
10691,23.89,0.1494,23.89
10533,19.68,0.0658,19.68
10411,14.45,0,14.45
10591,10.46,0,10.46
10147,7.87,0,7.87
9096,4.67,0,4.67
8074,2.64,0,2.64
7372,1.76,0,1.76
6949,1.29,0,1.29
6713,1.82,0,1.82
6616,4.23,0,4.23
6759,9.1,0,9.1
7270,14.62,0.0298,14.62
8474,18.08,0.1007,18.08
9495,20.72,0.2348,20.72
10001,21.84,0.3877,21.84
10378,20.9,0.4973,20.9
10689,20.78,0.5721,20.78
10871,21.54,0.5828,21.54
10926,22.89,0.5848,22.89
10973,23.77,0.5786,23.77
10944,25.71,0.5307,25.71
10845,27.3,0.4368,27.3
10795,26.53,0.3052,26.53
10641,24.95,0.1539,24.95
10416,20.54,0.0575,20.54
10299,15.09,0,15.09
10479,10.92,0,10.92
10041,8.22,0,8.22
8999,4.87,0,4.87
7974,2.76,0,2.76
7304,1.86,0,1.86
6936,1.36,0,1.36
6716,1.92,0,1.92
6647,4.46,0,4.46
6788,9.61,0,9.61
7289,15.44,0.0049,15.44
8375,19.1,0.0941,19.1
9319,21.89,0.2171,21.89
9781,23.07,0.338,23.07
10066,22.07,0.4496,22.07
10279,21.95,0.6574,21.95
10423,22.76,0.5304,22.76
10446,24.18,0.518,24.18
10486,25.11,0.5066,25.11
10432,27.16,0.4998,27.16
10381,28.83,0.4264,28.83
10378,28.03,0.2974,28.03
10294,26.35,0.1493,26.35
10108,21.7,0.0488,21.7
9951,15.94,0,15.94
10083,11.53,0,11.53
9794,8.68,0,8.68
9012,5.15,0,5.15
8128,2.91,0,2.91
7456,2.86,0,2.86
7049,2.02,0,2.02
6801,1.96,0,1.96
6676,2.74,0,2.74
6691,5.09,0,5.09
6792,8.36,0.026,8.36
7180,12.69,0.1018,12.69
7914,17.24,0.2433,17.24
8779,21.85,0.3818,21.85
9485,24.2,0.4982,24.2
9971,24.98,0.5353,24.98
10284,26.13,0.5261,26.13
10471,27.76,0.5122,27.76
10531,28.98,0.6212,28.98
10571,30.4,0.4165,30.4
10571,31.19,0.3874,31.19
10646,29.64,0.2828,29.64
10646,26.81,0.1567,26.81
10497,22.28,0.0604,22.28
10301,17.32,0.0018,17.32
10400,13.22,0,13.22
10106,10.32,0,10.32
9277,7.2,0,7.2
8384,4.66,0,4.66
7640,2.88,0,2.88
7162,3.71,0,3.71
6841,1.36,0,1.36
6647,2.12,0,2.12
6558,3.96,0,3.96
6457,6.5,0.0973,6.5
6684,9.93,0.1144,9.93
7266,14.06,0.2496,14.06
7995,18.37,0.4063,18.37
8642,23.64,0.5217,23.64
9058,27.01,0.6837,27.01
9340,27.7,0.6141,27.7
9508,27.58,0.6254,27.58
9535,26.75,0.6295,26.75
9555,26.18,0.5713,26.18
9605,25.04,0.4664,25.04
9696,23.83,0.3225,23.83
9737,21.36,0.1542,21.36
9580,18.37,0.0734,18.37
9398,14.69,0,14.69
9576,11.71,0,11.71
9380,9.1,0,9.1
8732,6.56,0,6.56
7970,4.47,0,4.47
7359,1.62,0,1.62
6956,1.22,0,1.22
6729,1.75,0,1.75
6618,4,0,4
6632,8.24,0,8.24
6695,13.41,0.0359,13.41
7002,16.79,0.1068,16.79
7631,19.24,0.2425,19.24
8477,20.24,0.3923,20.24
9180,21.43,0.5074,21.43
9716,25.41,0.6026,25.41
10115,27.06,0.6293,27.06
10401,27.86,0.6032,27.86
10505,27.33,0.5956,27.33
10576,27.06,0.5497,27.06
10656,25.94,0.4475,25.94
10802,24.61,0.3146,24.61
10909,21.76,0.1529,21.76
10786,18.12,0.0686,18.12
10652,13.81,0,13.81
10797,10.5,0,10.5
10315,7.32,0,7.32
9266,4.53,0,4.53
8261,2.68,0,2.68
7600,2.49,0,2.49
7198,1.8,0,1.8
6976,1.66,0,1.66
6917,2.46,0,2.46
7060,4.43,0,4.43
7604,7.27,0.0148,7.27
8800,10.98,0.1044,10.98
9891,15,0.2411,15
10532,18.95,0.3853,18.95
11048,21.02,0.5037,21.02
11540,21.68,0.5908,21.68
11957,22.62,0.6139,22.62
12257,24.07,0.6184,24.07
12520,25.15,0.7381,25.15
12620,26.32,0.5381,26.32
12744,26.98,0.4411,26.98
12834,25.67,0.2971,25.67
12738,23.24,0.1374,23.24
12394,19.29,0.0379,19.29
12135,14.93,0,14.93
11976,11.4,0,11.4
11116,8.83,0,8.83
9944,6.2,0,6.2
8893,3.95,0,3.95
8156,1.69,0,1.69
7716,1.24,0,1.24
7463,1.74,0,1.74
7362,4.05,0,4.05
7505,8.71,0,8.71
8024,14,0.002,14
9215,17.32,0.1075,17.32
10240,19.85,0.2007,19.85
10716,20.91,0.2846,20.91
11033,20.01,0.3183,20.01
11295,19.9,0.3736,19.9
11454,20.63,0.4224,20.63
11503,21.93,0.4295,21.93
11591,22.77,0.4159,22.77
11557,24.62,0.3889,24.62
11529,26.14,0.3467,26.14
11560,25.41,0.2554,25.41
11492,23.89,0.1413,23.89
11251,19.68,0.0476,19.68
11073,14.45,0,14.45
11205,10.46,0,10.46
10734,7.87,0,7.87
9649,4.67,0,4.67
8591,2.64,0,2.64
7817,1.76,0,1.76
7373,1.29,0,1.29
7110,1.82,0,1.82
6996,4.23,0,4.23
7113,9.1,0,9.1
7580,14.62,0.1103,14.62
8736,18.08,0.0997,18.08
9803,20.72,0.2496,20.72
10321,21.84,0.4178,21.84
10750,20.9,0.5477,20.9
11125,20.78,0.6433,20.78
11377,21.54,0.6742,21.54
11517,22.89,0.6652,22.89
11701,23.77,0.6442,23.77
11761,25.71,0.5684,25.71
11805,27.3,0.4627,27.3
11807,26.53,0.327,26.53
11640,24.95,0.1535,24.95
11293,20.54,0.0846,20.54
10940,15.09,0.0126,15.09
10965,10.92,0,10.92
10562,8.22,0,8.22
9450,4.87,0,4.87
8349,2.76,0,2.76
7591,1.86,0,1.86
7130,1.36,0,1.36
6873,1.92,0,1.92
6774,4.46,0,4.46
6856,9.61,0,9.61
7239,15.44,0.1307,15.44
8344,19.1,0.0992,19.1
9331,21.89,0.255,21.89
9813,23.07,0.4233,23.07
10131,22.07,0.5451,22.07
10394,21.95,0.6353,21.95
10522,22.76,0.6692,22.76
10541,24.18,0.6538,24.18
10597,25.11,0.6225,25.11
10555,27.16,0.5084,27.16
10441,28.83,0.4208,28.83
10286,28.03,0.2983,28.03
10012,26.35,0.1575,26.35
9690,21.7,0.0543,21.7
9533,15.94,0,15.94
9671,11.53,0,11.53
9359,8.68,0,8.68
8571,5.15,0,5.15
7726,2.91,0,2.91
7068,2.86,0,2.86
6678,2.02,0,2.02
6456,1.96,0,1.96
6364,2.74,0,2.74
6390,5.09,0,5.09
6530,8.36,0,8.36
6870,12.69,0.0048,12.69
7500,17.24,0.0888,17.24
8261,21.85,0.2405,21.85
8860,24.2,0.2647,24.2
9253,24.98,0.2777,24.98
9411,26.13,0.3175,26.13
9399,27.76,0.3554,27.76
9292,28.98,0.2982,28.98
9179,30.4,0.314,30.4
9120,31.19,0.2613,31.19
9180,29.64,0.1802,29.64
9267,26.81,0.1035,26.81
9233,22.28,0.0223,22.28
9164,17.32,0,17.32
9198,13.22,0,13.22
8891,10.32,0,10.32
8260,7.2,0,7.2
7551,4.66,0,4.66
6977,2.88,0,2.88
6581,3.71,0,3.71
6344,1.36,0,1.36
6213,2.12,0,2.12
6189,3.96,0,3.96
6178,6.5,0.0963,6.5
6407,9.93,0.1022,9.93
6953,14.06,0.2495,14.06
7685,18.37,0.4041,18.37
8261,23.64,0.5273,23.64
8622,27.01,0.6181,27.01
8855,27.7,0.6383,27.7
8946,27.58,0.6196,27.58
8908,26.75,0.5846,26.75
8866,26.18,0.5465,26.18
8847,25.04,0.4383,25.04
8923,23.83,0.3035,23.83
9032,21.36,0.1541,21.36
9107,18.37,0.0422,18.37
9131,14.69,0,14.69
9239,11.71,0,11.71
8853,9.1,0,9.1
8083,6.56,0,6.56
7306,4.47,0,4.47
6746,1.62,0,1.62
6421,1.22,0,1.22
6255,1.75,0,1.75
6227,4,0,4
6396,8.24,0,8.24
6927,13.41,0.037,13.41
8049,16.79,0.0888,16.79
9007,19.24,0.2116,19.24
9428,20.24,0.3092,20.24
9693,21.43,0.3972,21.43
9911,25.41,0.4405,25.41
9980,27.06,0.4781,27.06
9959,27.86,0.5043,27.86
9926,27.33,0.4636,27.33
9821,27.06,0.4099,27.06
9755,25.94,0.3449,25.94
9811,24.61,0.2532,24.61
9911,21.76,0.1406,21.76
9827,18.12,0.0262,18.12
9711,13.81,0,13.81
9731,10.5,0,10.5
9244,7.32,0,7.32
8303,4.53,0,4.53
7418,2.68,0,2.68
6844,2.49,0,2.49
6534,1.8,0,1.8
6378,1.66,0,1.66
6333,2.46,0,2.46
6488,4.43,0,4.43
6987,7.27,0.0476,7.27
8113,10.98,0.1306,10.98
9049,15,0.2459,15
9424,18.95,0.3497,18.95
9630,21.02,0.4365,21.02
9800,21.68,0.4947,21.68
9889,22.62,0.4811,22.62
9869,24.07,0.4833,24.07
9871,25.15,0.5991,25.15
9766,26.32,0.5007,26.32
9705,26.98,0.4215,26.98
9733,25.67,0.3054,25.67
9753,23.24,0.1696,23.24
9648,19.29,0.0767,19.29
9616,14.93,0.0025,14.93
9718,11.4,0,11.4
9355,8.83,0,8.83
8421,6.2,0,6.2
7534,3.95,0,3.95
6889,1.69,0,1.69
6548,1.24,0,1.24
6385,1.74,0,1.74
6319,4.05,0,4.05
6487,8.71,0,8.71
6964,14,0.1241,14
8085,17.32,0.1222,17.32
9023,19.85,0.2512,19.85
9407,20.91,0.3878,20.91
9631,20.01,0.4871,20.01
9846,19.9,0.5537,19.9
9951,20.63,0.5492,20.63
9975,21.93,0.5536,21.93
10011,22.77,0.5461,22.77
9938,24.62,0.5098,24.62
9877,26.14,0.4265,26.14
9875,25.41,0.3101,25.41
9838,23.89,0.1759,23.89
9666,19.68,0.0906,19.68
9588,14.45,0.0081,14.45
9776,10.46,0,10.46
9437,7.87,0,7.87
8459,4.67,0,4.67
7534,2.64,0,2.64
6931,1.76,0,1.76
6579,1.29,0,1.29
6401,1.82,0,1.82
6353,4.23,0,4.23
6509,9.1,0,9.1
6989,14.62,0.06,14.62
8097,18.08,0.1215,18.08
8997,20.72,0.2508,20.72
9416,21.84,0.3959,21.84
9764,20.9,0.4885,20.9
10059,20.78,0.5839,20.78
10252,21.54,0.6002,21.54
10275,22.89,0.5814,22.89
10343,23.77,0.5694,23.77
10274,25.71,0.5128,25.71
10226,27.3,0.4113,27.3
10198,26.53,0.2989,26.53
10114,24.95,0.1584,24.95
9906,20.54,0.0753,20.54
9797,15.09,0.0051,15.09
9960,10.92,0,10.92
9627,8.22,0,8.22
8675,4.87,0,4.87
7722,2.76,0,2.76
7059,1.86,0,1.86
6713,1.36,0,1.36
6507,1.92,0,1.92
6415,4.46,0,4.46
6563,9.61,0,9.61
7002,15.44,0.1173,15.44
8092,19.1,0.1091,19.1
9077,21.89,0.2543,21.89
9583,23.07,0.4103,23.07
9973,22.07,0.5368,22.07
10328,21.95,0.6338,21.95
10548,22.76,0.6642,22.76
10634,24.18,0.6187,24.18
10768,25.11,0.6035,25.11
10765,27.16,0.5322,27.16
10683,28.83,0.3911,28.83
10612,28.03,0.2873,28.03
10425,26.35,0.1572,26.35
10117,21.7,0.0753,21.7
9920,15.94,0,15.94
10006,11.53,0,11.53
9724,8.68,0,8.68
8901,5.15,0,5.15
8015,2.91,0,2.91
7335,2.86,0,2.86
6895,2.02,0,2.02
6651,1.96,0,1.96
6488,2.74,0,2.74
6458,5.09,0,5.09
6490,8.36,0.1204,8.36
6934,12.69,0.1029,12.69
7688,17.24,0.2414,17.24
8479,21.85,0.3655,21.85
8989,24.2,0.4439,24.2
9274,24.98,0.5051,24.98
9392,26.13,0.5225,26.13
9400,27.76,0.5304,27.76
9334,28.98,0.4989,28.98
9274,30.4,0.4838,30.4
9287,31.19,0.4305,31.19
9386,29.64,0.3179,29.64
9457,26.81,0.1632,26.81
9390,22.28,0.082,22.28
9284,17.32,0.0162,17.32
9418,13.22,0,13.22
9336,10.32,0,10.32
8687,7.2,0,7.2
7911,4.66,0,4.66
7236,2.88,0,2.88
6813,3.71,0,3.71
6550,1.36,0,1.36
6399,2.12,0,2.12
6329,3.96,0,3.96
6265,6.5,0.109,6.5
6550,9.93,0.0981,9.93
7214,14.06,0.2276,14.06
8035,18.37,0.4068,18.37
8723,23.64,0.5303,23.64
9191,27.01,0.7236,27.01
9500,27.7,0.6557,27.7
9687,27.58,0.6538,27.58
9738,26.75,0.6461,26.75
9772,26.18,0.5663,26.18
9840,25.04,0.4522,25.04
9972,23.83,0.3203,23.83
10065,21.36,0.1618,21.36
10001,18.37,0.0857,18.37
9860,14.69,0.0362,14.69
9938,11.71,0,11.71
9712,9.1,0,9.1
8783,6.56,0,6.56
7852,4.47,0,4.47
7198,1.62,0,1.62
6820,1.22,0,1.22
6632,1.75,0,1.75
6575,4,0,4
6721,8.24,0,8.24
7203,13.41,0.0862,13.41
8348,16.79,0.1147,16.79
9379,19.24,0.2431,19.24
9934,20.24,0.3828,20.24
10322,21.43,0.492,21.43
10623,25.41,0.5487,25.41
10809,27.06,0.5534,27.06
10911,27.86,0.558,27.86
11010,27.33,0.5522,27.33
11011,27.06,0.5321,27.06
11018,25.94,0.4367,25.94
11030,24.61,0.315,24.61
10934,21.76,0.1671,21.76
10633,18.12,0.0824,18.12
10388,13.81,0.0091,13.81
10438,10.5,0,10.5
10048,7.32,0,7.32
9000,4.53,0,4.53
7991,2.68,0,2.68
7338,2.49,0,2.49
6938,1.8,0,1.8
6751,1.66,0,1.66
6676,2.46,0,2.46
6840,4.43,0,4.43
7300,7.27,0.0587,7.27
8454,10.98,0.1202,10.98
9469,15,0.2267,15
10006,18.95,0.3121,18.95
10341,21.02,0.3871,21.02
10626,21.68,0.4377,21.68
10780,22.62,0.4715,22.62
10849,24.07,0.481,24.07
10977,25.15,0.4752,25.15
10950,26.32,0.4683,26.32
10892,26.98,0.3812,26.98
10868,25.67,0.2652,25.67
10767,23.24,0.1535,23.24
10550,19.29,0.0289,19.29
10414,14.93,0,14.93
10478,11.4,0,11.4
10018,8.83,0,8.83
9029,6.2,0,6.2
8087,3.95,0,3.95
7458,1.69,0,1.69
7101,1.24,0,1.24
6908,1.74,0,1.74
6846,4.05,0,4.05
6982,8.71,0,8.71
7519,14,0,14
8623,17.32,0.0152,17.32
9656,19.85,0.0911,19.85
10143,20.91,0.1895,20.91
10421,20.01,0.2332,20.01
10636,19.9,0.2898,19.9
10732,20.63,0.3538,20.63
10718,21.93,0.3662,21.93
10740,22.77,0.3455,22.77
10659,24.62,0.2894,24.62
10578,26.14,0.2522,26.14
10599,25.41,0.177,25.41
10591,23.89,0.1159,23.89
10430,19.68,0.0529,19.68
10270,14.45,0.048,14.45
10290,10.46,0,10.46
9974,7.87,0,7.87
9019,4.67,0,4.67
8058,2.64,0,2.64
7392,1.76,0,1.76
7004,1.29,0,1.29
6762,1.82,0,1.82
6687,4.23,0,4.23
6814,9.1,0,9.1
7291,14.62,0.1017,14.62
8384,18.08,0.103,18.08
9394,20.72,0.2403,20.72
9918,21.84,0.3815,21.84
10222,20.9,0.4815,20.9
10468,20.78,0.5593,20.78
10574,21.54,0.6001,21.54
10612,22.89,0.6257,22.89
10694,23.77,0.6342,23.77
10721,25.71,0.5798,25.71
10732,27.3,0.4757,27.3
10747,26.53,0.3352,26.53
10667,24.95,0.1595,24.95
10417,20.54,0.0851,20.54
10180,15.09,0.1883,15.09
10206,10.92,0,10.92
9991,8.22,0,8.22
9018,4.87,0,4.87
8021,2.76,0,2.76
7319,1.86,0,1.86
6879,1.36,0,1.36
6647,1.92,0,1.92
6563,4.46,0,4.46
6672,9.61,0,9.61
7054,15.44,0.187,15.44
8116,19.1,0.093,19.1
9143,21.89,0.2452,21.89
9767,23.07,0.4187,23.07
10176,22.07,0.5509,22.07
10484,21.95,0.6487,21.95
10631,22.76,0.6968,22.76
10675,24.18,0.693,24.18
10762,25.11,0.6863,25.11
10762,27.16,0.6064,27.16
10736,28.83,0.4918,28.83
10711,28.03,0.343,28.03
10555,26.35,0.1604,26.35
10228,21.7,0.087,21.7
9917,15.94,0.2318,15.94
9863,11.53,0,11.53
9680,8.68,0,8.68
8855,5.15,0,5.15
7943,2.91,0,2.91
7231,2.86,0,2.86
6801,2.02,0,2.02
6561,1.96,0,1.96
6427,2.74,0,2.74
6395,5.09,0,5.09
6403,8.36,0.1887,8.36
6845,12.69,0.0929,12.69
7613,17.24,0.2427,17.24
8435,21.85,0.4116,21.85
8994,24.2,0.5369,24.2
9294,24.98,0.6279,24.98
9403,26.13,0.6575,26.13
9401,27.76,0.6482,27.76
9316,28.98,0.6391,28.98
9239,30.4,0.5776,30.4
9219,31.19,0.4757,31.19
9248,29.64,0.3383,29.64
9270,26.81,0.1684,26.81
9157,22.28,0.0868,22.28
8985,17.32,0.0487,17.32
9051,13.22,0,13.22
8952,10.32,0,10.32
8316,7.2,0,7.2
7540,4.66,0,4.66
6932,2.88,0,2.88
6550,3.71,0,3.71
6322,1.36,0,1.36
6188,2.12,0,2.12
6161,3.96,0,3.96
6112,6.5,0.1238,6.5
6346,9.93,0.1126,9.93
6917,14.06,0.2482,14.06
7644,18.37,0.4064,18.37
8199,23.64,0.5351,23.64
8539,27.01,0.6317,27.01
8734,27.7,0.6694,27.7
8816,27.58,0.6718,27.58
8771,26.75,0.6624,26.75
8744,26.18,0.5849,26.18
8771,25.04,0.4741,25.04
8874,23.83,0.3354,23.83
8982,21.36,0.1691,21.36
8959,18.37,0.0894,18.37
8888,14.69,0.1753,14.69
9068,11.71,0,11.71
8955,9.1,0,9.1
8181,6.56,0,6.56
7353,4.47,0,4.47
6781,1.62,0,1.62
6447,1.22,0,1.22
6309,1.75,0,1.75
6281,4,0,4
6458,8.24,0,8.24
6936,13.41,0.1413,13.41
7938,16.79,0.1111,16.79
8944,19.24,0.2426,19.24
9535,20.24,0.3826,20.24
9918,21.43,0.4891,21.43
10227,25.41,0.569,25.41
10389,27.06,0.6004,27.06
10420,27.86,0.6034,27.86
10564,27.33,0.6211,27.33
